Run,Assay Type,BioProject,BioSample,Center Name,collecting_institution,Collection_Date,collector_name,Consent,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,External_Id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(region_and_locality),host_health_state,host_scientific_name,host_sex,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,sample_capture_status,Sample Name,Sample_Name,SRA_accession,SRA Study,Submitter_Id,Title,host_subject_id,AssemblyName,AvgSpotLen,Bases,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region
ERR5699152,AMPLICON,PRJEB43269,SAMEA8497961,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414565,SAMEA8497961,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:52Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8497961,cov-20210322v1c2,ERS6182781,ERP127218,cov-20210322v1c2,SARS-Cov2 Haut-de-France samples,250321-27,,,,,,,
ERR5699154,AMPLICON,PRJEB43269,SAMEA8497963,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414567,SAMEA8497963,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:52Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8497963,cov-20210322v1c4,ERS6182783,ERP127218,cov-20210322v1c4,SARS-Cov2 Haut-de-France samples,250321-29,,,,,,,
ERR5699155,AMPLICON,PRJEB43269,SAMEA8497964,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414568,SAMEA8497964,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:52Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8497964,cov-20210322v1c5,ERS6182784,ERP127218,cov-20210322v1c5,SARS-Cov2 Haut-de-France samples,250321-30,,,,,,,
ERR5699156,AMPLICON,PRJEB43269,SAMEA8497965,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414569,SAMEA8497965,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:52Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8497965,cov-20210322v1c6,ERS6182785,ERP127218,cov-20210322v1c6,SARS-Cov2 Haut-de-France samples,250321-31,,,,,,,
ERR5699157,AMPLICON,PRJEB43269,SAMEA8497966,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414570,SAMEA8497966,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:52Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8497966,cov-20210322v1c7,ERS6182786,ERP127218,cov-20210322v1c7,SARS-Cov2 Haut-de-France samples,250321-32,,,,,,,
ERR5699158,AMPLICON,PRJEB43269,SAMEA8497967,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414571,SAMEA8497967,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:52Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8497967,cov-20210322v1c8,ERS6182787,ERP127218,cov-20210322v1c8,SARS-Cov2 Haut-de-France samples,250321-33,,,,,,,
ERR5699159,AMPLICON,PRJEB43269,SAMEA8497968,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414572,SAMEA8497968,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:52Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8497968,cov-20210322v1c9,ERS6182788,ERP127218,cov-20210322v1c9,SARS-Cov2 Haut-de-France samples,250321-34,,,,,,,
ERR5699160,AMPLICON,PRJEB43269,SAMEA8497969,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414573,SAMEA8497969,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:52Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8497969,cov-20210322v1d1,ERS6182789,ERP127218,cov-20210322v1d1,SARS-Cov2 Haut-de-France samples,250321-35,,,,,,,
ERR5699162,AMPLICON,PRJEB43269,SAMEA8497971,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414575,SAMEA8497971,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:52Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8497971,cov-20210322v1d11,ERS6182791,ERP127218,cov-20210322v1d11,SARS-Cov2 Haut-de-France samples,250321-37,,,,,,,
ERR5699164,AMPLICON,PRJEB43269,SAMEA8497973,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414577,SAMEA8497973,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:52Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8497973,cov-20210322v1d2,ERS6182793,ERP127218,cov-20210322v1d2,SARS-Cov2 Haut-de-France samples,250321-39,,,,,,,
ERR5699165,AMPLICON,PRJEB43269,SAMEA8497974,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414578,SAMEA8497974,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:52Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8497974,cov-20210322v1d3,ERS6182794,ERP127218,cov-20210322v1d3,SARS-Cov2 Haut-de-France samples,250321-40,,,,,,,
ERR5699168,AMPLICON,PRJEB43269,SAMEA8497977,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414581,SAMEA8497977,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:52Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8497977,cov-20210322v1d6,ERS6182797,ERP127218,cov-20210322v1d6,SARS-Cov2 Haut-de-France samples,250321-43,,,,,,,
ERR5699169,AMPLICON,PRJEB43269,SAMEA8497978,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414582,SAMEA8497978,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:52Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8497978,cov-20210322v1d7,ERS6182798,ERP127218,cov-20210322v1d7,SARS-Cov2 Haut-de-France samples,250321-44,,,,,,,
ERR5699170,AMPLICON,PRJEB43269,SAMEA8497979,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414583,SAMEA8497979,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:52Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8497979,cov-20210322v1d8,ERS6182799,ERP127218,cov-20210322v1d8,SARS-Cov2 Haut-de-France samples,250321-45,,,,,,,
ERR5699171,AMPLICON,PRJEB43269,SAMEA8497980,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414584,SAMEA8497980,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:52Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8497980,cov-20210322v1d9,ERS6182800,ERP127218,cov-20210322v1d9,SARS-Cov2 Haut-de-France samples,250321-46,,,,,,,
ERR5699174,AMPLICON,PRJEB43269,SAMEA8497983,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414587,SAMEA8497983,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:52Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8497983,cov-20210322v1e11,ERS6182803,ERP127218,cov-20210322v1e11,SARS-Cov2 Haut-de-France samples,250321-49,,,,,,,
ERR5699175,AMPLICON,PRJEB43269,SAMEA8497984,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414588,SAMEA8497984,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:52Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8497984,cov-20210322v1e12,ERS6182804,ERP127218,cov-20210322v1e12,SARS-Cov2 Haut-de-France samples,250321-50,,,,,,,
ERR5699176,AMPLICON,PRJEB43269,SAMEA8497985,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414589,SAMEA8497985,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:52Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8497985,cov-20210322v1e2,ERS6182805,ERP127218,cov-20210322v1e2,SARS-Cov2 Haut-de-France samples,250321-51,,,,,,,
ERR5699177,AMPLICON,PRJEB43269,SAMEA8497986,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414590,SAMEA8497986,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:52Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8497986,cov-20210322v1e3,ERS6182806,ERP127218,cov-20210322v1e3,SARS-Cov2 Haut-de-France samples,250321-52,,,,,,,
ERR5699178,AMPLICON,PRJEB43269,SAMEA8497987,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414591,SAMEA8497987,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:52Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8497987,cov-20210322v1e4,ERS6182807,ERP127218,cov-20210322v1e4,SARS-Cov2 Haut-de-France samples,250321-53,,,,,,,
ERR5699181,AMPLICON,PRJEB43269,SAMEA8497990,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414594,SAMEA8497990,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:53Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8497990,cov-20210322v1e7,ERS6182810,ERP127218,cov-20210322v1e7,SARS-Cov2 Haut-de-France samples,250321-56,,,,,,,
ERR5699182,AMPLICON,PRJEB43269,SAMEA8497991,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414595,SAMEA8497991,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:53Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8497991,cov-20210322v1e8,ERS6182811,ERP127218,cov-20210322v1e8,SARS-Cov2 Haut-de-France samples,250321-57,,,,,,,
ERR5699184,AMPLICON,PRJEB43269,SAMEA8497993,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414597,SAMEA8497993,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:53Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8497993,cov-20210322v1f1,ERS6182813,ERP127218,cov-20210322v1f1,SARS-Cov2 Haut-de-France samples,250321-59,,,,,,,
ERR5699186,AMPLICON,PRJEB43269,SAMEA8497995,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414599,SAMEA8497995,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:53Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8497995,cov-20210322v1f11,ERS6182815,ERP127218,cov-20210322v1f11,SARS-Cov2 Haut-de-France samples,250321-61,,,,,,,
ERR5699187,AMPLICON,PRJEB43269,SAMEA8497996,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414600,SAMEA8497996,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:53Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8497996,cov-20210322v1f12,ERS6182816,ERP127218,cov-20210322v1f12,SARS-Cov2 Haut-de-France samples,250321-62,,,,,,,
ERR5699188,AMPLICON,PRJEB43269,SAMEA8497997,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414601,SAMEA8497997,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:53Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8497997,cov-20210322v1f2,ERS6182817,ERP127218,cov-20210322v1f2,SARS-Cov2 Haut-de-France samples,250321-63,,,,,,,
ERR5699189,AMPLICON,PRJEB43269,SAMEA8497998,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414602,SAMEA8497998,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:53Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8497998,cov-20210322v1f3,ERS6182818,ERP127218,cov-20210322v1f3,SARS-Cov2 Haut-de-France samples,250321-64,,,,,,,
ERR5699190,AMPLICON,PRJEB43269,SAMEA8497999,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414603,SAMEA8497999,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:53Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8497999,cov-20210322v1f4,ERS6182819,ERP127218,cov-20210322v1f4,SARS-Cov2 Haut-de-France samples,250321-65,,,,,,,
ERR5699191,AMPLICON,PRJEB43269,SAMEA8498000,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414604,SAMEA8498000,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:53Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498000,cov-20210322v1f5,ERS6182820,ERP127218,cov-20210322v1f5,SARS-Cov2 Haut-de-France samples,250321-66,,,,,,,
ERR5699192,AMPLICON,PRJEB43269,SAMEA8498001,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414605,SAMEA8498001,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:53Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498001,cov-20210322v1f6,ERS6182821,ERP127218,cov-20210322v1f6,SARS-Cov2 Haut-de-France samples,250321-67,,,,,,,
ERR5699193,AMPLICON,PRJEB43269,SAMEA8498002,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414606,SAMEA8498002,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:53Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498002,cov-20210322v1f7,ERS6182822,ERP127218,cov-20210322v1f7,SARS-Cov2 Haut-de-France samples,250321-68,,,,,,,
ERR5699194,AMPLICON,PRJEB43269,SAMEA8498003,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414607,SAMEA8498003,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:53Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498003,cov-20210322v1f8,ERS6182823,ERP127218,cov-20210322v1f8,SARS-Cov2 Haut-de-France samples,250321-69,,,,,,,
ERR5699195,AMPLICON,PRJEB43269,SAMEA8498004,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414608,SAMEA8498004,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:53Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498004,cov-20210322v1f9,ERS6182824,ERP127218,cov-20210322v1f9,SARS-Cov2 Haut-de-France samples,250321-70,,,,,,,
ERR5699196,AMPLICON,PRJEB43269,SAMEA8498005,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414609,SAMEA8498005,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:53Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498005,cov-20210322v1g1,ERS6182825,ERP127218,cov-20210322v1g1,SARS-Cov2 Haut-de-France samples,250321-71,,,,,,,
ERR5699197,AMPLICON,PRJEB43269,SAMEA8498006,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414610,SAMEA8498006,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:53Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498006,cov-20210322v1g10,ERS6182826,ERP127218,cov-20210322v1g10,SARS-Cov2 Haut-de-France samples,250321-72,,,,,,,
ERR5699198,AMPLICON,PRJEB43269,SAMEA8498007,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414611,SAMEA8498007,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:53Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498007,cov-20210322v1g11,ERS6182827,ERP127218,cov-20210322v1g11,SARS-Cov2 Haut-de-France samples,250321-73,,,,,,,
ERR5699199,AMPLICON,PRJEB43269,SAMEA8498008,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414612,SAMEA8498008,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:53Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498008,cov-20210322v1g12,ERS6182828,ERP127218,cov-20210322v1g12,SARS-Cov2 Haut-de-France samples,250321-74,,,,,,,
